Modèle,AIC,MAPE,RMSE,MSE,MAE
"(0, 0, 1)(2, 0, 2, 6)",-272.17190780215543,5.553081504589862,2217.682318549896,4918114.866008842,1722.699848930893
"(0, 0, 1)(2, 0, 2, 12)",-236.80377527762624,5.525211465753657,2176.556357509955,4737397.577417004,1720.0756909404945
"(0, 0, 1)(2, 1, 0, 6)",-268.2488817757456,5.348976711865914,2134.7453708986764,4557137.798573326,1661.1604878601918
"(0, 0, 1)(2, 1, 0, 12)",-205.20341217250956,5.676906028470972,2220.179454519773,4929196.810271717,1766.8097509436734
"(0, 0, 1)(2, 1, 1, 6)",-270.35111073185556,5.386973477809544,2114.7716683822387,4472259.209392197,1675.803251342154
"(0, 0, 1)(2, 1, 1, 12)",-203.43553782665367,5.698007485153938,2225.404598638006,4952425.627639185,1772.9586623229852
"(0, 0, 1)(2, 1, 2, 6)",-269.7403237862366,5.212897158642208,2076.856744686085,4313333.937948083,1625.464128027117
"(0, 0, 2)(0, 0, 0, 6)",423.49031076387394,99.81150718700107,31113.04410592012,968021513.5369306,31073.29457503589
"(0, 0, 2)(0, 0, 0, 12)",423.49031076387394,99.81150718700107,31113.04410592012,968021513.5369306,31073.29457503589
"(0, 0, 2)(0, 0, 1, 6)",312.0539607188148,98.76533890223995,30800.997258531203,948701432.1200466,30748.396605432332
"(0, 0, 2)(0, 0, 1, 12)",442.3954203953249,99.97559102764151,31163.36758246655,971155479.0799272,31124.25244428635
"(0, 0, 2)(0, 0, 2, 6)",279.57633998039336,95.82582159716146,30129.577167616048,907791420.2993302,29835.50025983854
"(0, 0, 2)(0, 0, 2, 12)",1785.653475704557,inf,inf,inf,inf
"(0, 0, 2)(0, 1, 0, 6)",-233.81201820547398,5.295576290504175,2181.2042931259307,4757652.168350991,1643.2133254082382
"(0, 0, 2)(0, 1, 0, 12)",-270.20637143543274,5.575755932780695,2211.435737507834,4890448.021126817,1731.1733339768555
"(0, 0, 2)(0, 1, 1, 6)",-271.7938070887828,4.997838261802131,2002.6867047198682,4010754.0372617245,1560.7035275947378
"(0, 0, 2)(0, 1, 1, 12)",-243.6793461628345,5.240054702222328,2084.156794625868,4343709.544585172,1634.882410366132
"(0, 0, 2)(0, 1, 2, 6)",-254.24979755604136,5.40634667209485,2117.2557941735226,4482772.097961353,1681.593806144044
"(0, 0, 2)(1, 0, 0, 6)",-242.66674212478924,5.358813260486162,2198.25232636507,4832313.290369443,1661.489738370519
"(0, 0, 2)(1, 0, 0, 12)",-278.914620267388,5.539178811321996,2193.3994526424576,4811001.158852233,1719.3839537372182
"(0, 0, 2)(1, 0, 1, 6)",-215.2847081237247,5.506325087010503,2375.829994197823,5644568.1613300275,1711.2616245347715
"(0, 0, 2)(1, 0, 1, 12)",-290.4340967847481,5.326785000780492,2100.2707459668745,4411137.206364251,1657.8018873006386
"(0, 0, 2)(1, 0, 2, 6)",-261.5364340045495,5.2955973530053955,2078.7378947417697,4321151.235035445,1646.4727908428367
"(0, 0, 2)(1, 0, 2, 12)",-232.24879212886418,6.2563604689613115,2399.697400573563,5758547.614319514,1940.1887276950906
"(0, 0, 2)(1, 1, 0, 6)",-288.93915565649826,5.385144594952582,2153.4691135704147,4637429.223101748,1671.842162990019
"(0, 0, 2)(1, 1, 0, 12)",-253.16120720647052,5.966960345232511,2310.724672588807,5339448.512510651,1854.1719645197675
"(0, 0, 2)(1, 1, 1, 6)",-282.0255912883998,5.346711135227265,2098.133712258044,4402165.07451372,1664.040334849249
"(0, 0, 2)(1, 1, 1, 12)",-241.13494361458297,5.691209046455336,2225.681132333441,4953656.502825068,1771.2273816517018
"(0, 0, 2)(1, 1, 2, 6)",-269.5433105456006,5.1883375027707075,2074.6845645909975,4304316.042552138,1617.7985491473728
"(0, 0, 2)(2, 0, 0, 6)",-285.31691271592473,5.343605208391238,2130.4625165556718,4538870.534448725,1658.4041121156629
"(0, 0, 2)(2, 0, 0, 12)",-251.26552524682768,5.986146998983635,2316.685420680216,5367031.338392268,1858.94541460148
"(0, 0, 2)(2, 0, 1, 6)",-276.767751280564,5.4505485682874495,2197.7006538594305,4829888.163974168,1693.7593623965176
"(0, 0, 2)(2, 0, 1, 12)",-252.1236702587184,5.770437304148316,2249.9271504160597,5062172.18217933,1793.2125212909987
"(0, 0, 2)(2, 0, 2, 6)",-281.58901471617463,5.4195408868565265,2126.95582281505,4523941.072206846,1685.429516173881
"(0, 0, 2)(2, 0, 2, 12)",-232.75192405075458,5.909389228881399,2308.4270533108715,5328835.460457514,1835.9238544500538
"(0, 0, 2)(2, 1, 0, 6)",-267.907967539669,5.326103322641433,2123.438032080885,4508989.076087541,1653.754850689631
"(0, 0, 2)(2, 1, 0, 12)",-203.28310022645928,5.681185951151528,2221.4263874669264,4934735.194934359,1768.0486705882568
"(0, 0, 2)(2, 1, 1, 6)",-269.4701589735606,5.369367749390887,2108.830470817212,4447165.954647143,1670.1269142329725
"(0, 0, 2)(2, 1, 1, 12)",-201.50641122640906,5.702120709258188,2226.6874091573695,4958136.818099959,1774.1536757630113
"(0, 0, 2)(2, 1, 2, 6)",-263.8489545742599,5.238126991203579,2084.4030206854177,4344735.952642494,1632.7044751995245
"(0, 1, 0)(0, 0, 0, 6)",-208.12687827201296,4.3727068967133516,1653.2278990555096,2733162.4862154946,1355.6501138084113
"(0, 1, 0)(0, 0, 0, 12)",-208.12687827201296,4.3727068967133516,1653.2278990555096,2733162.4862154946,1355.6501138084113
"(0, 1, 0)(0, 0, 1, 6)",-195.39917269462958,4.357868858997302,1659.2928103169772,2753252.630369612,1351.4333488418806
"(0, 1, 0)(0, 0, 1, 12)",-195.40855572815866,3.904342311227804,1697.0760074397454,2880066.9750276264,1241.7417275903435
"(0, 1, 0)(0, 0, 2, 6)",-194.1348538482609,3.876936374796828,1647.9509888438065,2715742.46163128,1224.3063361338213
"(0, 1, 0)(0, 0, 2, 12)",2367.2567939849164,292.43523212384844,146760.26967346817,21538576754.629097,90768.11226381759
"(0, 1, 0)(0, 1, 0, 6)",-178.0437587661041,4.9786581754313675,2066.192550746025,4269151.656758366,1560.3719111238522
"(0, 1, 0)(0, 1, 0, 12)",-218.19963926144476,5.876956729303977,2325.550469283669,5408184.985185493,1866.24703280403
"(0, 1, 0)(0, 1, 1, 6)",-221.99177163652357,4.9330916877048985,1981.9806401055482,3928247.2577531985,1545.3979256003595
"(0, 1, 0)(0, 1, 1, 12)",-204.90945455703664,5.084383331443546,2055.152348168563,4223651.174182759,1596.8233349459197
"(0, 1, 0)(0, 1, 2, 6)",-210.24442670642577,5.1785522325807545,2063.0718601422345,4256265.50011074,1629.2494394040789
"(0, 1, 0)(1, 0, 0, 6)",-206.41274826583134,4.1142842961288215,1660.3779835454964,2756855.0482426086,1280.986267150613
"(0, 1, 0)(1, 0, 0, 12)",-227.32772413977602,4.9661010321571695,2003.4258553621273,4013715.1579334717,1576.4545030132545
"(0, 1, 0)(1, 0, 1, 6)",-234.51860998365245,4.895481077182817,1966.7635644997918,3868158.9186439267,1533.324108512915
"(0, 1, 0)(1, 0, 1, 12)",-241.72161884703758,5.25625850395486,2122.45160775496,4504800.827261616,1651.203766165941
"(0, 1, 0)(1, 0, 2, 6)",-220.98998340095173,4.9642894240904205,1983.0408790046408,3932451.127803499,1561.9449042269723
"(0, 1, 0)(1, 0, 2, 12)",1416.7180304186668,5.0916928586657315,1859.639009094819,3458257.2441471596,1571.2503701018293
"(0, 1, 0)(1, 1, 0, 6)",-227.8894000078711,5.591062562993929,2219.908896509318,4927995.508801217,1776.139763135763
"(0, 1, 0)(1, 1, 0, 12)",-204.49800565810187,5.767392530256468,2252.463674919567,5073592.606832162,1803.6508482177342
"(0, 1, 0)(1, 1, 1, 6)",-230.38509264486618,5.181954371278382,2075.0939281006563,4306014.8104402125,1633.7171790170423
"(0, 1, 0)(1, 1, 1, 12)",-201.3364198108078,5.593300490153224,2197.8272542398,4830444.639479258,1747.0601468544985
"(0, 1, 0)(1, 1, 2, 6)",-225.59363918600636,5.1644879700973885,2088.3782240221417,4361323.606569875,1625.5465028538083
"(0, 1, 0)(2, 0, 0, 6)",-228.3355555370659,5.068692694015914,2035.3366514782954,4142595.2848508796,1609.4513910379067
"(0, 1, 0)(2, 0, 0, 12)",-203.20795676725214,5.5261278827854365,2161.5566973373952,4672327.355804147,1729.1269731923678
"(0, 1, 0)(2, 0, 1, 6)",-231.67981989516775,5.120079542875536,2053.934499886832,4218646.929825369,1614.877484345878
"(0, 1, 0)(2, 0, 1, 12)",-204.01890264550443,5.471543710850825,2149.3931422668097,4619890.880023589,1709.6621965742231
"(0, 1, 0)(2, 0, 2, 6)",-238.2354988198063,5.269773848121333,2128.325518024156,4529769.510672791,1657.9346068480274
"(0, 1, 0)(2, 0, 2, 12)",2420.5748136844263,686441.9772455401,214881254.10441092,4.617395336548441e+16,213181309.8973822
"(0, 1, 0)(2, 1, 0, 6)",-213.02325354733279,5.439627309700621,2182.3619429953965,4762703.6502346415,1728.7578806503184
"(0, 1, 0)(2, 1, 0, 12)",-162.57932303776045,5.669119649235169,2223.5249123011445,4944063.035623812,1769.5239226580927
"(0, 1, 0)(2, 1, 1, 6)",-217.8097334407164,5.178034967541555,2076.3857733506534,4311377.879772991,1633.2274267887437
"(0, 1, 0)(2, 1, 1, 12)",-160.82626113996974,5.6790215670814295,2227.9550634305983,4963783.76466604,1773.5974016961063
"(0, 1, 0)(2, 1, 2, 6)",-216.50351061828493,5.197097367942853,2098.628067582391,4404239.7660446,1636.1110156141938
"(0, 1, 1)(0, 0, 0, 6)",-252.98749034273015,3.6902351044379853,1571.4765667796867,2469538.599937671,1155.1302929855901
"(0, 1, 1)(0, 0, 0, 12)",-252.98749034273015,3.6902351044379853,1571.4765667796867,2469538.599937671,1155.1302929855901
"(0, 1, 1)(0, 0, 1, 6)",-239.62064758419086,3.8354973835249764,1594.508487763541,2542457.3175499747,1198.2066211358817
"(0, 1, 1)(0, 0, 1, 12)",-234.76272366779517,4.2576128838740175,1686.497765646093,2844274.7135292646,1327.3891358386345
"(0, 1, 1)(0, 0, 2, 6)",-234.1388603747699,4.151032536598769,1681.8310954785977,2828555.8337187404,1295.080130191153
"(0, 1, 1)(0, 0, 2, 12)",2389.563764698703,209.6149659178177,108843.00900100348,11846800608.392525,65055.47057868108
"(0, 1, 1)(0, 1, 0, 6)",-231.1615135745209,5.326944243265608,2184.9969839714613,4774211.819964383,1651.6090760319792
"(0, 1, 1)(0, 1, 0, 12)",-262.87841454386484,5.605984980122018,2212.765171121413,4896329.702527977,1740.8935125890346
"(0, 1, 1)(0, 1, 1, 6)",-268.67638725389054,5.097957818034534,2031.546716037838,4127182.0594441243,1586.7644812232566
"(0, 1, 1)(0, 1, 1, 12)",-240.40660674845358,5.35095155191565,2111.254317453809,4457394.792967349,1664.7893026381028
"(0, 1, 1)(0, 1, 2, 6)",-250.54410115776636,5.589522835371988,2169.3352515022307,4706015.433410247,1732.8714152781513
"(0, 1, 1)(1, 0, 0, 6)",-257.98492316395897,4.175597560572379,1690.6035114059666,2858140.232778184,1299.9584902982124
"(0, 1, 1)(1, 0, 0, 12)",-274.86623444078555,5.030967011859193,1985.9062331154767,3943823.5667269016,1563.956346656077
"(0, 1, 1)(1, 0, 1, 6)",-284.17533648047583,5.1255463931832015,2041.5088229341827,4167758.2741181124,1595.3054652856642
"(0, 1, 1)(1, 0, 1, 12)",-286.1480145925856,5.4079391739239115,2135.3162510439292,4559575.491972301,1682.5065457326266
"(0, 1, 1)(1, 0, 2, 6)",-267.9026523502419,5.429911511419034,2108.7040807768594,4446632.9002849795,1683.1332633842462
"(0, 1, 1)(1, 0, 2, 12)",2487.4872824168806,4.203779578951286,1685.3980719040308,2840566.6607778245,1313.2938963223028
"(0, 1, 1)(1, 1, 0, 6)",-276.3218656007327,5.360801510696659,2140.8359965081545,4583178.763945063,1664.7672847848808
"(0, 1, 1)(1, 1, 0, 12)",-244.5237537225354,6.112162834573861,2357.852084655553,5559466.4531145375,1894.896207492759
"(0, 1, 1)(1, 1, 1, 6)",-277.58155851470946,5.5008535238739835,2143.324443828478,4593839.671512653,1706.9149340798383
"(0, 1, 1)(1, 1, 1, 12)",-238.12476892049716,5.826227413762565,2265.8094595546036,5133892.507007124,1808.3523893923002
"(0, 1, 1)(1, 1, 2, 6)",-265.7678037324181,5.325766007564817,2105.264587241299,4432138.982292278,1656.1970034080732
"(0, 1, 1)(2, 0, 0, 6)",-276.57322362206065,5.0536893834781775,2011.5041266082117,4046148.8513618642,1570.2900801764622
"(0, 1, 1)(2, 0, 0, 12)",-243.15288244838635,5.89543965316527,2273.7270529063057,5169834.711117994,1828.3632124353041
"(0, 1, 1)(2, 0, 1, 6)",-280.4404731883984,5.517169488965703,2149.8569669011513,4621884.978133419,1711.991055408849
"(0, 1, 1)(2, 0, 1, 12)",-244.2539046454149,5.787479828497053,2248.0653640550545,5053797.881063985,1796.1007825182126
"(0, 1, 1)(2, 0, 2, 6)",-284.5235141631829,5.465948588084494,2170.293632968736,4710174.4533046335,1700.5349876026858
"(0, 1, 1)(2, 0, 2, 12)",2431.0676740050963,674218.2771979516,211054799.75924635,4.454412850141557e+16,209385118.22883877
"(0, 1, 1)(2, 1, 0, 6)",-257.8792606081266,5.364979811423919,2127.7256139857304,4527216.288410954,1663.9445365778902
"(0, 1, 1)(2, 1, 0, 12)",-196.1113888460865,5.836767431292232,2265.028564098578,5130354.396182466,1811.5616054350635
"(0, 1, 1)(2, 1, 1, 6)",-264.4016577227216,5.509933861251107,2145.6015665835093,4603606.08252561,1709.3401622745678
"(0, 1, 1)(2, 1, 1, 12)",-194.31128427571278,5.859206301173798,2271.070580941468,5157761.583617818,1818.1057367515448
"(0, 1, 1)(2, 1, 2, 6)",-258.8085169208038,5.353373246125215,2106.4367715292947,4437075.872450758,1664.4651678177115
"(0, 1, 2)(0, 0, 0, 6)",-248.81323589331973,3.6884017884438394,1571.3670289547329,2469194.339686024,1154.5956441076733
"(0, 1, 2)(0, 0, 0, 12)",-248.81323589331973,3.6884017884438394,1571.3670289547329,2469194.339686024,1154.5956441076733
"(0, 1, 2)(0, 0, 1, 6)",-233.4276440747473,3.8159144280207675,1593.047756848888,2537801.1556012738,1192.5354896280426
"(0, 1, 2)(0, 0, 1, 12)",-229.6281882536601,4.2633664037883925,1686.763122587683,2845169.831721751,1328.8927447549895
"(0, 1, 2)(0, 0, 2, 6)",-229.2882472913064,4.174149885238302,1685.9412001822488,2842397.7304719617,1301.6277808053767
"(0, 1, 2)(0, 0, 2, 12)",5579.2820656152435,inf,inf,inf,inf
"(0, 1, 2)(0, 1, 0, 6)",-228.8757935108032,5.35320210751061,2197.8684739016126,4830625.828570602,1659.7329510973582
"(0, 1, 2)(0, 1, 0, 12)",-258.8146488656957,5.812833896106127,2304.743244564797,5311841.423367067,1801.5103575235541
"(0, 1, 2)(0, 1, 1, 6)",-262.8669364755883,5.136351163957902,2046.804602144221,4189409.079358763,1597.7267562620564
"(0, 1, 2)(0, 1, 1, 12)",-235.6177254604983,5.419661838507946,2131.7844442498713,4544504.916745733,1684.8226323006527
"(0, 1, 2)(0, 1, 2, 6)",-248.77056558682796,5.756308507798636,2233.4024327332118,4988086.426538628,1781.7249203345973
"(0, 1, 2)(1, 0, 0, 6)",-256.3124580654779,4.190073487933711,1695.8939429268366,2876056.265655933,1304.3368609918095
"(0, 1, 2)(1, 0, 0, 12)",-273.68603493304124,5.1778459095677585,2044.0850920136445,4178283.86339243,1606.4561460884656
"(0, 1, 2)(1, 0, 1, 6)",-282.63287936508414,5.228408882584582,2080.3745248506516,4327958.163647574,1625.8090483889582
"(0, 1, 2)(1, 0, 1, 12)",-280.84641757930336,5.501908179504446,2163.6331825975867,4681308.548837362,1710.0888503127264
"(0, 1, 2)(1, 0, 2, 6)",-263.2829438667437,5.538924849828534,2149.893967560916,4622044.071754817,1715.7932838670126
"(0, 1, 2)(1, 0, 2, 12)",4857.458840727075,210545.75368327778,72011178.04647076,5185609763640512.0,65387002.77719617
"(0, 1, 2)(1, 1, 0, 6)",-275.510383383096,5.552007932504277,2218.076088267414,4919861.533343673,1721.3453956050225
"(0, 1, 2)(1, 1, 0, 12)",-243.895383978512,6.227369515684185,2400.359595037828,5761726.185490166,1928.637785102358
"(0, 1, 2)(1, 1, 1, 6)",-273.27595427488836,5.681423267693283,2210.1283456909323,4884667.304426538,1759.6674320504658
"(0, 1, 2)(1, 1, 1, 12)",-233.0607629079024,5.943510608060778,2307.3601407360857,5323910.819057648,1842.390418971417
"(0, 1, 2)(1, 1, 2, 6)",-263.3604921039974,5.426995687677774,2146.688429914931,4608271.215130631,1684.7927352542674
"(0, 1, 2)(2, 0, 0, 6)",-275.5340276422761,5.225796825060591,2077.0321674395655,4314062.6245786995,1620.835303505989
"(0, 1, 2)(2, 0, 0, 12)",-242.4784354916565,6.029408312344862,2321.884372049295,5391147.037166749,1867.8575371244342
"(0, 1, 2)(2, 0, 1, 6)",-281.4774465516798,5.8149923825935455,2265.1788169311744,5131035.072673715,1800.852978683536
"(0, 1, 2)(2, 0, 1, 12)",-243.93710166057014,5.9220307825191485,2296.5863835622495,5274309.017163532,1835.5807524186482
"(0, 1, 2)(2, 0, 2, 6)",-281.9156040194531,5.725869308760935,2276.753693261415,5183607.379779492,1778.5013713310793
"(0, 1, 2)(2, 0, 2, 12)",2331.596430453501,inf,inf,inf,inf
"(0, 1, 2)(2, 1, 0, 6)",-257.3616019305084,5.457832232800965,2170.978573514417,4713147.966658692,1692.0322794873528
"(0, 1, 2)(2, 1, 0, 12)",-196.24936126560505,5.938717525534014,2291.46684403795,5250820.297325242,1840.4597286606024
"(0, 1, 2)(2, 1, 1, 6)",-263.6684634937062,5.663268122864016,2205.7052464069825,4865135.634027286,1754.3288845328927
"(0, 1, 2)(2, 1, 1, 12)",-194.56084989260464,5.960549399167752,2297.965234268124,5280644.217904954,1846.8917585042275
"(0, 1, 2)(2, 1, 2, 6)",-257.02072388042495,5.533721543724565,2176.462930402308,4736990.887415402,1715.646803539106
"(1, 0, 0)(0, 0, 0, 6)",-209.08080896249905,4.023148973837293,1607.1537351621243,2582943.1284455676,1252.433634688492
"(1, 0, 0)(0, 0, 0, 12)",-209.08080896249905,4.023148973837293,1607.1537351621243,2582943.1284455676,1252.433634688492
"(1, 0, 0)(0, 0, 1, 6)",-196.6762967511744,4.024005361566001,1617.2630674383786,2615539.829300193,1253.2978308545871
"(1, 0, 0)(0, 0, 1, 12)",-168.60203821610435,4.084999363292841,1614.8847377077068,2607852.716081289,1270.6606856227415
"(1, 0, 0)(0, 0, 2, 6)",3.1471787685120667,14.362431243002286,6532.2946662447375,42670873.60664945,4468.501176365577
"(1, 0, 0)(0, 0, 2, 12)",2251.864845517081,4.300975395519136,1853.7735142895167,3436476.242281305,1374.783666118375
"(1, 0, 0)(0, 1, 0, 6)",-243.42370041845274,5.296168835255293,2182.206339122395,4762024.506505966,1643.4226404569476
"(1, 0, 0)(0, 1, 0, 12)",-274.3758637652729,5.62673160664569,2222.991564079313,4941691.49396779,1747.7097480364755
"(1, 0, 0)(0, 1, 1, 6)",-280.2024163424242,5.005739765586973,2006.389696690016,4025599.614983855,1562.7503515034794
"(1, 0, 0)(0, 1, 1, 12)",-253.72355840830437,5.216261997781967,2079.2917873389883,4323454.336895365,1627.2348712633454
"(1, 0, 0)(0, 1, 2, 6)",-265.79767306598336,5.39253054474425,2112.4737942681236,4462545.531469562,1678.025533681744
"(1, 0, 0)(1, 0, 0, 6)",-241.47050453837392,5.353578641905158,2199.758430541831,4838937.152739859,1659.976298290006
"(1, 0, 0)(1, 0, 0, 12)",-272.42618623783557,5.646510927919868,2230.5362334975525,4975291.888945447,1753.198224368981
"(1, 0, 0)(1, 0, 1, 6)",-301.0326811598586,5.110580445649626,2038.0278058420022,4153557.337385166,1590.6732101102093
"(1, 0, 0)(1, 0, 1, 12)",-300.2673098653592,5.294939475977392,2098.2598065350007,4402694.215720298,1648.9136265408176
"(1, 0, 0)(1, 0, 2, 6)",-276.7551806502043,5.384533645615827,2134.878173779662,4557704.816880786,1671.1829565736002
"(1, 0, 0)(1, 0, 2, 12)",-198.6906341806065,5.395672998853035,2126.7741844896314,4523168.431811536,1693.190503263735
"(1, 0, 0)(1, 1, 0, 6)",-281.28060749902255,5.3816752658094185,2154.6685348586157,4642596.495109774,1671.5942967208166
"(1, 0, 0)(1, 1, 0, 12)",-248.41105712047556,5.987565489383215,2318.042290083082,5373320.05861362,1860.6034031603745
"(1, 0, 0)(1, 1, 1, 6)",-288.73144194536377,5.352308112085483,2097.7727592874703,4400650.549608568,1666.7747431817365
"(1, 0, 0)(1, 1, 1, 12)",-250.7057440514546,5.703886243476256,2232.2936091868173,4983134.757616308,1775.235560119728
"(1, 0, 0)(1, 1, 2, 6)",-280.6488365146976,5.159964966594643,2066.9064082810196,4272102.100593145,1609.1515104344007
"(1, 0, 0)(2, 0, 0, 6)",-278.9828489599891,5.4399978629011265,2170.408641340614,4710673.67040601,1689.1159456591845
"(1, 0, 0)(2, 0, 0, 12)",-246.6603435258834,6.022580587627552,2329.720061789152,5427595.566302852,1870.1556556574933
"(1, 0, 0)(2, 0, 1, 6)",-281.8851218257641,5.503513147141228,2145.2100606628082,4601926.204368929,1711.8225915831533
